Document_ID,cleaned_text,Setiment
477,blast past child bubbl bath bring great joy still around love read,1
478,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice read,0
479,良い read,0
480,pareil quand jétai jeun read,0
481,相当なスキルを持った商品ですモチベーション上がりました read,0
482,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend read,1
483,work great love scentless use cap half make perfect amount bubbl read,1
484,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around read,1
485,month old love good bubbl bath perfect gentl skin read,1
486,good valu product thought would produc bubbl read,1
487,bath time toddler alway goe smoother bubbl definit get job done read,1
488,perfect kiddo bubbl bath recommend issu read,1
489,lo recomiendo read,0
490,blast past child bubbl bath bring great joy still around love read,1
491,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice read,0
492,良い read,0
493,pareil quand jétai jeun read,0
494,相当なスキルを持った商品ですモチベーション上がりました read,0
495,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend read,1
496,work great love scentless use cap half make perfect amount bubbl read,1
497,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around read,1
498,month old love good bubbl bath perfect gentl skin read,1
499,good valu product thought would produc bubbl read,1
500,bath time toddler alway goe smoother bubbl definit get job done read,1
501,perfect kiddo bubbl bath recommend issu read,1
502,lo recomiendo read,0
503,blast past child bubbl bath bring great joy still around love read,1
504,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice read,0
505,良い read,0
506,pareil quand jétai jeun read,0
507,相当なスキルを持った商品ですモチベーション上がりました read,0
508,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend read,1
509,work great love scentless use cap half make perfect amount bubbl read,1
510,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around read,1
511,month old love good bubbl bath perfect gentl skin read,1
512,good valu product thought would produc bubbl read,1
513,bath time toddler alway goe smoother bubbl definit get job done read,1
514,perfect kiddo bubbl bath recommend issu read,1
515,lo recomiendo read,0
516,blast past child bubbl bath bring great joy still around love read,1
517,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice read,0
518,良い read,0
519,pareil quand jétai jeun read,0
520,相当なスキルを持った商品ですモチベーション上がりました read,0
521,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend read,1
522,work great love scentless use cap half make perfect amount bubbl read,1
523,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around read,1
524,month old love good bubbl bath perfect gentl skin read,1
525,good valu product thought would produc bubbl read,1
